QN#,Date Opened,Title,Part number,Work Center,Defect Type,Serial Number,OSTR Actions Complete
40634432,12/1/2021,damaged exhaust 901467,0051-46627,34CMPB,PART DAMAGE / COSMETIC ISSUE,1421-05,YES
40634314,12/1/2021,Logistics Identified missing part,0010-86295,B30LOG,PART - MISSING/WRONG PART OR QTY,,YES
40634226,12/1/2021,"Pre-Clean Hi-Hi Sensors, Sides A & B",0010-86295,34CMPFT,ASSEMBLED INCORRECTLY / WORKMANSHIP,2721-301514-SN0015,YES
40633876,11/30/2021,Teeth were broken when integrating wires,0022-83732,33FEPINB,PART DAMAGE / COSMETIC ISSUE,,YES
40633833,11/30/2021,Crack on drip tray (0042-42335),0042-42335,52CMPMPB,PART DAMAGE / COSMETIC ISSUE,2421-02,YES
40633742,11/30/2021,Missing,0022-16138,45NSSCKI,PART - MISSING/WRONG PART OR QTY,,YES
40633613,11/30/2021,"CLNR, mod motor in BB1",0010-84707,34CMPFT,FUNCTIONAL FAILURE,,YES
40633605,11/30/2021,Logistics identified under-ship part,0021-84589,B34LOG,PART - MISSING/WRONG PART OR QTY,,YES
40633604,11/30/2021,CLNR - 901725 - Bay 19,0010-68059,34CMPB,FIT ISSUE,1179,YES
40633588,11/30/2021,Missing Parts,0020-64282,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40633171,11/29/2021,Blocked Chem Manifold,0042-34520,34CMPKB,FUNCTIONAL FAILURE,465923,YES
40633118,11/29/2021,BB1 B Side Tank Indention,0010-68059,34CMPFT,PART DAMAGE / COSMETIC ISSUE,SN01144,YES
40633020,11/29/2021,BB module door cover,0041-37241,34CMPFT,PART - MISSING/WRONG PART OR QTY,,YES
40632500,11/28/2021,0041-50775 with different color,0041-50775,55CPGFIB,PART DAMAGE / COSMETIC ISSUE,2221,YES
40632354,11/27/2021,B01807-1 Lid cover missing hardware,0010-50933,36MDPCHT,PART - MISSING/WRONG PART OR QTY,NA,YES
40632331,11/27/2021,CLNR door wrong part received-mispick,0010-62721,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40632316,11/28/2021,REWORK HEAD,0041-79337,52CMPPPB,OTHER,NA.,YES
40632312,11/27/2021,Exhaust Cracked (POL),0051-46626,34CMPB,PART DAMAGE / COSMETIC ISSUE,2921-07,YES
40631821,11/24/2021,Lid O-ring Leaking,0022-25690,36ETCCHT,LEAK,9999,YES
40631609,11/24/2021,Test issue,0022-04679,52CMPPPB,TEST ISSUE,,YES
40631422,11/23/2021,Dented on part,0010-52049,52CMPPPB,PART DAMAGE / COSMETIC ISSUE,4221,YES
40631400,11/23/2021,Teeth were broken during wiring,0022-83732,33FEPINB,PART DAMAGE / COSMETIC ISSUE,,YES
40631300,11/23/2021,Logistics Identified Missing Part,0041-13900,B30LOG,PART - MISSING/WRONG PART OR QTY,,YES
40631259,11/23/2021,visible grooves,0042-45127,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40631258,11/23/2021,visible grooves,0042-45127,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40631232,11/23/2021,Top cover Passthrough (POL),0022-83694,34CMPB,PART DAMAGE / COSMETIC ISSUE,474589,YES
40631123,11/23/2021,Bad HPO Oring,0022-25690,36ETCCHT,PART DAMAGE / COSMETIC ISSUE,,YES
40630749,11/22/2021,CLNR 0041-37292 is broken,0041-37292,34CMPFT,PART DAMAGE / COSMETIC ISSUE,SCI467172,YES
40630524,11/22/2021,"CLNR, Pre-Clean Chuck Purge Valve",0010-86295,34CMPFT,FUNCTIONAL FAILURE,2721-301514-SN0015,YES
40630457,11/22/2021,Logistics identified under-ship part,0020-40355,B33LOG,PART - MISSING/WRONG PART OR QTY,,YES
40630397,11/22/2021,Missing Door Assembly Hardware,0010-62720,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40629809,11/20/2021,missing,0022-31316,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40629681,11/20/2021,Helicoil Is Missing (POL),0042-39929,34CMPB,FIT ISSUE,,YES
40629671,11/20/2021,POL... little chip during install,0042-28510,34CMPKB,PART DAMAGE / COSMETIC ISSUE,3921-36,YES
40629392,11/19/2021,Logistics short ship,0021-53926,B30LOG,PART - MISSING/WRONG PART OR QTY,,YES
40629144,11/19/2021, Missing Heli-coils on the top of head-w,0041-29917,52CMPPSB,FIT ISSUE,3521-11,YES
40628986,11/18/2021,CLNR weldment 0051-04973,0051-04873,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40628808,11/18/2021,Brushbox DMR,0010-84707,34CMPB,PART DAMAGE / COSMETIC ISSUE,4521-301514-SN0117,YES
40628511,11/18/2021,CLNR - Wrong Spec for C2 Pass-Thru Panel,0042-34713,34CMPB,AMAT Spec Reviewed - PART NOT TO SPEC,RTM105164-2321,YES
40628405,11/18/2021,Screw insert is out,0041-91458,52CMPPPT,ASSEMBLED INCORRECTLY / WORKMANSHIP,4021-01,YES
40628325,11/17/2021,Parts Found Damage During De-trashing,0042-35322,52CMPMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40628024,11/17/2021,Floor Loss,0051-04873,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40627794,11/16/2021,0042-07902 Finger Clamp MFL,0042-07902,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40627393,11/16/2021,CLNR Mispick part,0051-04874,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40627289,11/16/2021,Upper door polisher,0042-44372,34CMPKB,PART DAMAGE / COSMETIC ISSUE,2721-01,YES
40627147,11/16/2021,Pre-Clean Flow Meter Not Working PV144,1350-00618,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,4121-301514-SN0044,YES
40627048,11/15/2021, Side Pumping lidstack clamp damaged,0022-38552,52DSMXFT,PART DAMAGE / COSMETIC ISSUE,,YES
40626942,11/15/2021,Missing,0010-95721,45NSSCKI,PART - MISSING/WRONG PART OR QTY,,YES
40626769,11/15/2021,Wrong part received,0041-45358,34CMPKB,PART - MISSING/WRONG PART OR QTY,,YES
40626448,11/15/2021,MFL 0010-80128,0010-80128,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40626062,11/13/2021,QUARD DC POWER SUPPLY,0022-89220,36ETCCHB,PART DAMAGE / COSMETIC ISSUE,,YES
40625938,11/13/2021,0015-08356 din rail MFL,0015-08356,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40625910,11/12/2021,POL PVC was broken during,0051-46627,34CMPB,PART DAMAGE / COSMETIC ISSUE,1421-05,YES
40625690,11/13/2021,PART MISSING FROM CART,0030-00374,36MDPCHT,PART - MISSING/WRONG PART OR QTY,,YES
40625668,11/13/2021,CLNR: Crack In MEG,0010-81717,34CMPB,OTHER,,YES
40625612,11/12/2021,Door lock broken 901733,0010-62724,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40625551,11/12/2021,Logistics identified missing part,0041-28496,B34LOG,PART - MISSING/WRONG PART OR QTY,,YES
40625376,11/11/2021,Cosmetic defect,0240-46736,52CMPPSB,PART DAMAGE / COSMETIC ISSUE,NA.,YES
40625308,11/11/2021,Missing part-MFL,0042-27076,34CMPKB,PART - MISSING/WRONG PART OR QTY,,YES
40625289,11/11/2021,pol broken part,0042-46475,34CMPB,PART DAMAGE / COSMETIC ISSUE,P473082,YES
40625268,11/11/2021,chamber cover - oversize,0030-00370,36MDPCHB,FIT ISSUE,N/A,YES
40625081,11/11/2021,Broken FFU duct-wrkms,0041-36136,34CMPB,PART DAMAGE / COSMETIC ISSUE,301514-4221-08,YES
40624918,11/11/2021,PIB safety shield received damaged,0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40624668,11/10/2021,screw treat wrong size,0022-60674,52CMPMBB,FIT ISSUE,NA.,YES
40624512,11/10/2021,Source Cover,0010-50933,36MDPCHT,PART DAMAGE / COSMETIC ISSUE,,YES
40624478,11/10/2021,Broken Safety Shield,0030-00596,36MDPCP,PART DAMAGE / COSMETIC ISSUE,300047,YES
40624472,11/10/2021,CLNR-broke cover 0041-79637,0041-79637,34CMPFT,PART DAMAGE / COSMETIC ISSUE,SCI468957,YES
40624185,11/10/2021,Meg tank leak,0010-81717,34CMPFT,LEAK,SM2130596-SN0357,YES
40623890,11/9/2021,Logistics Identified Wrong Part,0022-27755,B30LOG,PART - MISSING/WRONG PART OR QTY,,YES
40623818,11/9/2021,CLNR | 0041-95238 | Door Rubbing,0010-86295,34CMPB,FIT ISSUE,4121-301514-SN0045,YES
40623772,11/9/2021,supplier issue missing inner door handle,0010-62721,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40623503,11/9/2021,0030-00374 PIB Safety Shield broken,0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,3.00E+11,YES
40623414,11/9/2021,shield broken,0030-00374,36MDPCHB,PACKAGING,N/A,YES
40622935,11/8/2021,QN VOIDED,0041-83308,34CMPB,OTHER,,YES
40622762,11/7/2021,"0010-50933, SOURCE COVER",0010-50933,36MDPCHT,FUNCTIONAL FAILURE,,YES
40622738,11/7/2021,"0041-45065, COVER ASSY Missing Piece",0041-45065,B36LOG,FUNCTIONAL FAILURE,,YES
40622726,11/7/2021,Failed Test,0041-77748,52CMPHDB,TEST ISSUE,3521-7313,YES
40622654,11/7/2021,IPC Spray bar broken,0010-23525,52CMPPSB,PART DAMAGE / COSMETIC ISSUE,1140824321,YES
40622578,11/7/2021,Broken HCLU B shield screw connector,SEMSYS-WR-PSM,52CMPPPT,PART DAMAGE / COSMETIC ISSUE,,YES
40622237,11/5/2021,MPol | 0022-75456 x1 | Plastic bit.,0022-75456,34CMPKB,PART DAMAGE / COSMETIC ISSUE,5220-02,YES
40622216,11/5/2021,CLNR | 0041-77947 | MFL,0041-77947,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40622180,11/6/2021,Source Cover Missing plunger,0010-50933,B36LOG,FUNCTIONAL FAILURE,,YES
40622015,11/5/2021,Missing Labyrinth Adaptor-MFL,0010-83273,34CMPFT,PART - MISSING/WRONG PART OR QTY,3121-301514-SN0021,YES
40621945,11/5/2021,QN VOIDED,1400-01498,34CMPFT,OTHER,,YES
40621828,11/4/2021,Found part damaged,0041-77748,52CMPHDB,PART DAMAGE / COSMETIC ISSUE,6407,YES
40621539,11/4/2021,QN VOIDED,0022-23523,34CMPFT,OTHER,3121-301514-SN0021,YES
40621508,11/4/2021,MISSING PART FROM METROCART,0015-12599,52FEPCHB,PART - MISSING/WRONG PART OR QTY,,YES
40621359,11/4/2021,0021-75377 MFL,0021-75377,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40621356,11/4/2021,0021-75377 MFL,0021-75377,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40621296,11/4/2021,MISSING PART FROM METROCART,0015-12599,52FEPCHB,PART - MISSING/WRONG PART OR QTY,,YES
40621247,11/4/2021,Alignment Sockets do not fit Lid.,0021-88980,33ALDCHB,FIT ISSUE,,YES
40621230,11/3/2021,Exhaust broken,0051-46626,34CMPB,PART DAMAGE / COSMETIC ISSUE,2921-09,YES
40620999,11/3/2021,Wrong part was received,0022-15677,34CMPKB,PART - MISSING/WRONG PART OR QTY,,YES
40620866,11/3/2021,0010-63441 Warped,0041-83308,34CMPB,PART DAMAGE / COSMETIC ISSUE,4121,YES
40620818,11/3/2021,"POL, PN: 0042-27076, Slot: 900886N20-MFL",0042-27076,34CMPKB,PART - MISSING/WRONG PART OR QTY,,YES
40620788,11/3/2021,REWORK HEAD,0042-20495,52CMPPPB,TEST ISSUE,,YES
40620552,11/2/2021,Large Scratch on Drip Tray,0041-94880,34CMPCP,PART DAMAGE / COSMETIC ISSUE,SCI473242,YES
40620507,11/2/2021,Missing Shield Side Wall Input-mispick,0041-37653,34CMPFT,PART - MISSING/WRONG PART OR QTY,,YES
40620294,11/2/2021,CNR | 0041-83398 x1 | warped (repeat),0041-83308,34CMPB,FIT ISSUE,4221,YES
40620261,11/2/2021,"CLNR, Meg door air slide table",0010-81717,34CMPFT,PART - MISSING/WRONG PART OR QTY,SM2120643-SN0350,YES
40620110,11/2/2021,Safety shield lower pib 0030-00374,0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40620029,11/2/2021,CNR | 0041-35648 x1 | fittings swapped,0041-35648,34CMPKB,ASSEMBLED INCORRECTLY / WORKMANSHIP,SCI468434,YES
40619763,11/1/2021,Wrong Orientation,0041-35648,34CMPKB,ASSEMBLED INCORRECTLY / WORKMANSHIP,2721,YES
40619688,11/1/2021,Cal cup Leak,0015-12201,34CMPKB,LEAK,,YES
40619634,11/1/2021,Paint on Door,0010-59818,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40619613,11/1/2021,INCORRECT LATCH POSITION,0010-75585,52FEPCHB,ASSEMBLED INCORRECTLY / WORKMANSHIP,SC1038902221,YES
40619609,11/1/2021,op60-Broken part 0030-00596,0030-00596,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,SC1086584021,YES
40619389,11/1/2021,"CLNR, Crack in Module Drip Pan",0041-77954,34CMPB,PART DAMAGE / COSMETIC ISSUE,3921-01,YES
40619385,11/1/2021,Misplaced fitting,0041-35648,34CMPKB,ASSEMBLED INCORRECTLY / WORKMANSHIP,3621,YES
40619359,11/1/2021,NSSC_CMP_DIRTY,0055-03883,54NSSCKI,PART DAMAGE / COSMETIC ISSUE,,YES
40619300,10/31/2021,Carriage cover screw hold block,0010-52934,52CMPPPT,FUNCTIONAL FAILURE,,YES
40619270,10/31/2021,Screw Hole offset,0042-39596,52CMPMPB,FIT ISSUE,,YES
40619134,10/31/2021,OPTA BUILT - Wrong part received,0051-43801,52CMPMPB,PART - MISSING/WRONG PART OR QTY,,YES
40619002,10/30/2021,0022-25690 Contamination,0022-25690,36ETCCHB,PART DAMAGE / COSMETIC ISSUE,,YES
40618985,10/30/2021,Safety Shield,0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,1032212121,YES
40618972,10/30/2021,0010-58641 VD LDM Assembly is damaged,0010-58641,34CMPB,PART DAMAGE / COSMETIC ISSUE,1733809,YES
40618941,10/30/2021,Input Shuttle Swapped Fittings,0010-65524,34CMPFT,ASSEMBLED INCORRECTLY / WORKMANSHIP,301514-3621,YES
40618918,10/30/2021,Door Lock Not Functioning/scratch,0010-59819,34CMPB,FUNCTIONAL FAILURE,,YES
40618573,10/29/2021,CLNR. Part # 0042-41802..,0042-41802,34CMPKB,PART DAMAGE / COSMETIC ISSUE,301514-2621,YES
40618416,10/29/2021,A side pre-clean cover broken 901865,0010-86295,34CMPB,PART DAMAGE / COSMETIC ISSUE,4021-301514-SN0040,YES
40618391,10/29/2021,Polisher wet robot panel,0042-39596,34CMPB,FIT ISSUE,RTM102197-3021,YES
40618197,10/29/2021,"CLNR, Preclean Hi-Hi sensor",0010-86295,34CMPFT,FUNCTIONAL FAILURE,4021-301514-SN0040,YES
40617964,10/28/2021,Missing,0042-07902,45NSSCKI,PART - MISSING/WRONG PART OR QTY,,YES
40617863,10/28/2021,Broken/damaged connection,0010-86295,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40617759,10/28/2021,Missing,0010-79140,45NSSCKI,PART - MISSING/WRONG PART OR QTY,,YES
40617650,10/29/2021,Test failed,0022-38652,52CMPHDB,TEST ISSUE,,YES
40617649,10/29/2021,Test failed,0042-20495,52CMPHDB,TEST ISSUE,3921-04,YES
40617396,10/27/2021,Side Covers Short-NTS,0021-43335,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,SC107726-3421,YES
40617136,10/27/2021,CLNR meg module cover (0010-81717),0010-81717,34CMPB,PART DAMAGE / COSMETIC ISSUE,SM2130596-SN0357,YES
40616792,10/27/2021,Received short,0042-07902,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40616598,10/26/2021,missing,0022-10940,30NSSCKI,PART - MISSING/WRONG PART OR QTY,,YES
40616519,10/26/2021,Damage part,0041-37291,34CMPFT,PART DAMAGE / COSMETIC ISSUE,SCI469323,YES
40616424,10/26/2021,Logistics Parts Lost,0010-84707,B34LOG,PART - MISSING/WRONG PART OR QTY,,YES
40616298,10/26/2021,missing,0022-11022,30NSSCKI,PART - MISSING/WRONG PART OR QTY,,YES
40616064,10/25/2021,Broken side shield,0041-37653,34CMPFT,PART DAMAGE / COSMETIC ISSUE,SCI469324,YES
40615923,10/25/2021,BB2 nonfunctioning brush gap adjustment,0010-68059,34CMPB,FUNCTIONAL FAILURE,3821301514-SN01097,YES
40615832,10/25/2021,0041- 83308 Warped,0041-83308,34CMPB,PART DAMAGE / COSMETIC ISSUE,4221,YES
40615754,10/25/2021,Lost part.,0022-25690,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40615424,10/24/2021,Part chipped and cracked,0042-40267,52CMPMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40615142,10/23/2021,702745Z01-ESC 0022-22690 x1,0022-22690,36ETCCHB,FIT ISSUE,,YES
40615028,10/23/2021,J2J 0041-87615,0041-87615,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40614952,10/23/2021,LOGISTICS IDENTIFIED MISSING PART,0041-96586,B36LOG,PART - MISSING/WRONG PART OR QTY,,YES
40614792,10/22/2021,Logistics identified under ship,0022-10940,B30LOG,PART - MISSING/WRONG PART OR QTY,,YES
40614625,10/22/2021,0041-96586 MFL,0041-96586,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40614585,10/22/2021,CLNR | 0042-16885 | Dmgd.,0042-16885,34CMPKB,PART DAMAGE / COSMETIC ISSUE,,YES
40614507,10/22/2021,MRLN POL Part # 0042-26167,0042-26167,34CMPKB,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40614467,10/22/2021,0022-25690 x1 MFL,0022-25690,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40614396,10/22/2021,carriage shield screw blocked,0010-52933,52CMPPPT,FIT ISSUE,,YES
40614323,10/22/2021,Drip Pan is bowed in the middle,0041-83308,34CMPFT,FIT ISSUE,,YES
40614276,10/22/2021,0041-96586 MFL,0041-96586,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40614248,10/21/2021,0022-89671 DC power supply wrong,0022-89671,36ETCCHT,PART - MISSING/WRONG PART OR QTY,,YES
40614200,10/22/2021,CLNR module door lock,0010-59819,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40614118,10/21/2021,Missing part,0040-76117,36MDPCHB,PART - MISSING/WRONG PART OR QTY,N/A,YES
40614068,10/21/2021,Pol | 0042-27947 | dent in part,0042-27947,34CMPKB,PART DAMAGE / COSMETIC ISSUE,,YES
40613979,10/21/2021,Cleaner FFU Duct is cracked,0041-36136,34CMPFT,PART DAMAGE / COSMETIC ISSUE,301514-2121-03,YES
40613915,10/21/2021,CLNR: Broken Piping,0051-30664,34CMPB,PART DAMAGE / COSMETIC ISSUE,SCI469347,YES
40613867,10/21/2021,MRLN-POL Bad Part # 0042-26167-helicoil,0042-26167,34CMPKB,FIT ISSUE,108709-3121,YES
40613806,10/21/2021,Exhaust Weldment Thread,0051-04874,34CMPB,PART DAMAGE / COSMETIC ISSUE,4021-28,YES
40613688,10/21/2021,Rework From Test Side,0022-38652,52CMPPPB,TEST ISSUE,,YES
40613685,10/21/2021,Rework From Test Side,0041-79337,52CMPPPB,TEST ISSUE,,YES
40613288,10/20/2021,DMR  #5 membrane clamp,0042-20495,31SMGHDS,FUNCTIONAL FAILURE,300047-3921-07,YES
40613259,10/20/2021,Pib Safety Shield,0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,3015143421,YES
40613186,10/20/2021,Wrong Part,0030-00596,36MDPCHB,PART - MISSING/WRONG PART OR QTY,,YES
40613043,10/20/2021,Part Missing-MFL,0022-84725,34CMPKB,PART - MISSING/WRONG PART OR QTY,,YES
40612912,10/20/2021,POL panel Door-received damaged,0042-36248,34CMPB,PART DAMAGE / COSMETIC ISSUE,521-01,YES
40612648,10/19/2021,nick on HPO o-ring,0022-25690,36ETCCHT,PART DAMAGE / COSMETIC ISSUE,,YES
40612591,10/19/2021,POL 0042-39596,0042-39596,34CMPB,AMAT Spec Reviewed - PART NOT TO SPEC,RTM106893-3021,YES
40612449,10/19/2021,Missing thread on insert holes,0051-04873,34CMPB,FIT ISSUE,4121-02,YES
40612413,10/19/2021,Logistics identified damage part,0041-94880,B34LOG,PART DAMAGE / COSMETIC ISSUE,,YES
40612308,10/19/2021,Logistics identified missing part,0041-96586,B30LOG,PART - MISSING/WRONG PART OR QTY,,YES
40612070,10/18/2021,HPR Flow Rate low,0010-64303,52CMPPST,FUNCTIONAL FAILURE,NA.,YES
40611744,10/18/2021,POL 0042-39596,0042-39596,34CMPB,FIT ISSUE,2921-07,YES
40611643,10/18/2021,hihi adaptor cracked,0010-68059,34CMPB,LEAK,2221-301514-SN0979,YES
40611642,10/18/2021,POL | x0042-27947 | paint scuff,0042-27947,34CMPKB,PART DAMAGE / COSMETIC ISSUE,,YES
40611632,10/18/2021,Screw stuck on slurry arm,0010-89525,52CMPPSB,FIT ISSUE,,YES
40611488,10/17/2021,Difficulty screwing in inductive sensor,0042-42335,52CMPMPB,FIT ISSUE,182101,YES
40611260,10/17/2021,"0041-87615, BRACKET, SGD FRONT MOUNT MFL",0041-87615,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40611118,10/16/2021,0041-87615 x 1 MFL,0041-87615,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40611089,10/16/2021,CLNR - C1 VD Drain length too long,0051-44135,34CMPB,FIT ISSUE,,YES
40611049,10/16/2021,Broken shield,0030-00596,36MDPCP,PART DAMAGE / COSMETIC ISSUE,300047,YES
40611035,10/16/2021,0010-80128 x1 MFL,0010-80128,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40611030,10/16/2021,"KB.CLNR, Scratched top - MTR",0041-79637,34CMPKB,OTHER,2821,YES
40611026,10/16/2021,KB.CLNR | 0041-79195 | DMGD-MTR,0041-79195,34CMPKB,OTHER,1521,YES
40610990,10/16/2021,Scratched bottom,0010-84707,34CMPB,PART DAMAGE / COSMETIC ISSUE,1621-301514-SN0958,YES
40610979,10/16/2021,Received Damaged,0051-04882,34CMPB,PART DAMAGE / COSMETIC ISSUE,SCI468975,YES
40610933,10/15/2021,Requesting Replacement Part-MTR,0022-04678,34CMPB,OTHER,,YES
40610860,10/15/2021,Requesting Replacement Part,0022-04678,34CMPB,OTHER,,YES
40610858,10/15/2021,QN VOIDED,0022-04678,34CMPB,OTHER,,YES
40610732,10/15/2021,Insert removed,0041-58904,34CMPFT,PART DAMAGE / COSMETIC ISSUE,,YES
40610664,10/15/2021,Scratched bottom,0010-68059,34CMPB,PART DAMAGE / COSMETIC ISSUE,2221-301514-SN0979,YES
40610643,10/15/2021,Lk Build- Window Scratched,0240-46735,52CMPPSB,PART DAMAGE / COSMETIC ISSUE,4021-03,
40610625,10/15/2021,0022-46711 Guide Rods,0022-46711,36ETCERB,PART - MISSING/WRONG PART OR QTY,,YES
40610606,10/15/2021,short 1 0020-08494,0020-08494,B33LOG,PART - MISSING/WRONG PART OR QTY,,YES
40610482,10/15/2021,MRLN-CLNR Damage Part # 0042-33492,0042-33492,34CMPKB,PART DAMAGE / COSMETIC ISSUE,,YES
40610472,10/15/2021,Polisher short ship,0022-70264,34CMPKB,PART - MISSING/WRONG PART OR QTY,,YES
40610395,10/15/2021,0010-68059,0010-68059,34CMPB,AMAT Spec Reviewed - PART NOT TO SPEC,2221-301514-SN0979,YES
40610208,10/14/2021,0022-18898 Lost On Floor,0022-18898,33FEPCHF,PART - MISSING/WRONG PART OR QTY,,YES
40610103,10/14/2021,MRLN-CLNR Bad Part # 0042-36414,0042-36414,34CMPKB,FIT ISSUE,3821-03,YES
40610013,10/14/2021,MRLN-CLNR Bad Part # 0042-36638,0042-36638,34CMPKB,PART DAMAGE / COSMETIC ISSUE,RTM109758-3121,YES
40609971,10/14/2021,CLNR DOOR Paint issue,0010-59217,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40609919,10/14/2021,Failed leak test,0015-12201,34CMPFT,TEST ISSUE,,YES
40609902,10/14/2021,LOGISTICS IDENTIFIED MISSING PART,0022-16225,B36LOG,PART - MISSING/WRONG PART OR QTY,,YES
40609872,10/14/2021,Cleaner Preclean cover came loose,0010-86295,34CMPFT,PART DAMAGE / COSMETIC ISSUE,301415-2621-0013,YES
40609685,10/13/2021,BB1 Brush Box issue,0010-63335,34CMPFT,FUNCTIONAL FAILURE,2021-301514-SN0973,YES
40609600,10/14/2021,Logistics identified missing part,0041-94880,B34LOG,PART - MISSING/WRONG PART OR QTY,,YES
40609545,10/13/2021,Part Chipped and Cracked,0042-45127,52CMPMPB,OTHER,,YES
40609447,10/13/2021,"CLNR, received broken drip pan",0041-94880,34CMPFT,PART DAMAGE / COSMETIC ISSUE,1920,YES
40609415,10/13/2021,Cracked Drip Pan (POL),0042-42335,34CMPB,PART DAMAGE / COSMETIC ISSUE,2421-01,YES
40609041,10/13/2021,Zone3 & Zone 2 multiple time test failed,0041-77748,52CMPHDB,PART DAMAGE / COSMETIC ISSUE,,YES
40608927,10/12/2021,safety shield,0030-00596,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40608817,10/12/2021,Door Paint Damaged,0010-59217,34CMPB,PART DAMAGE / COSMETIC ISSUE,SCI466815,YES
40608660,10/12/2021,"0010-80128 , ASSEMBLY IEP HOUSING 300MM",0010-80128,36ETCCHB,PART - MISSING/WRONG PART OR QTY,301514-2421,YES
40608649,10/12/2021,Pol | 0022-082065x1 | guide cover broken,0022-82065,34CMPKB,PART DAMAGE / COSMETIC ISSUE,,YES
40608577,10/12/2021,0022-31316,0022-31316,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40608233,10/11/2021,Malfunctioning Hi-Hi Preclean Sensor,0010-86295,34CMPFT,FUNCTIONAL FAILURE,3721-301514-SN0036,YES
40608152,10/11/2021,Missing,0022-20634,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40607915,10/11/2021,Part Found Broken,0042-33176,52CMPPSB,PART DAMAGE / COSMETIC ISSUE,382101,YES
40607860,10/11/2021,Supplier DMR,0040-77050,31SMGFLX,AMAT Spec Reviewed - PART NOT TO SPEC,NA,YES
40607796,10/11/2021,Cleaner Preclean tank sensor fails,0010-86295,34CMPFT,FUNCTIONAL FAILURE,301415-2621-0013,YES
40607731,10/11/2021,hihi adaptor broke,0010-68059,34CMPB,LEAK,3821-SN01100,YES
40607452,10/9/2021,0041-36136,0041-36136,34CMPB,PART DAMAGE / COSMETIC ISSUE,2121-07,YES
40607350,10/9/2021,0042-42335 POL Threads,0042-42335,34CMPB,AMAT Spec Reviewed - PART NOT TO SPEC,2421-01,YES
40607344,10/9/2021,Broken Adaptors,0010-68059,34CMPB,PART DAMAGE / COSMETIC ISSUE,3321-301514-SN1070,YES
40607056,10/8/2021,CLNR Hose support bracket-helicoils,0041-82723,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40607044,10/8/2021,PC Hi-Hi sensors not reading correctly,1400-01498,34CMPB,FUNCTIONAL FAILURE,,YES
40606900,10/8/2021,lost part.,0041-13558,34CMPKB,PART - MISSING/WRONG PART OR QTY,,YES
40606893,10/8/2021,Part damage,0022-81391,34CMPKB,PART DAMAGE / COSMETIC ISSUE,921-04,YES
40606808,10/8/2021,"Shield, Front,Pass-Thru",0022-81392,34CMPKB,PART DAMAGE / COSMETIC ISSUE,2321-02,YES
40606785,10/8/2021,POL. Part # 0042-28515. Broken piece,0042-28515,34CMPKB,PART DAMAGE / COSMETIC ISSUE,468538,YES
